"Story","Title","Result","Date","Stability","Duration (s)"
"Potentivio - Login as cafe owner","User Login as Cafe Owner Successfully","SUCCESS","2022-05-09T21:03:19.969+07:00[Asia/Jakarta]","0.0","27.32"
